Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Segment,Region,State,Category,Sub_Category,Sales,Quantity,Discount,Profit
ORD-2022-02215,2023-06-10,2023-06-17,Standard Class,CUS-8210,Corporate,West,Colorado,Technology,Laptops,165.96,4,0.0,53.82
ORD-2023-03330,2023-06-10,2023-06-14,First Class,CUS-6260,Home Office,South,Georgia,Technology,Monitors,440.5,6,0.2,3.9
ORD-2021-00878,2023-06-11,2023-06-16,Standard Class,CUS-7169,Corporate,Central,Illinois,Office Supplies,Labels,47.77,5,0.0,6.81
ORD-2021-01054,2023-06-11,2023-06-16,Standard Class,CUS-7640,Consumer,East,North Carolina,Furniture,Bookcases,322.56,2,0.4,-207.04
ORD-2021-00533,2023-06-11,2023-06-15,First Class,CUS-8049,Consumer,Central,Indiana,Furniture,Furnishings,225.5,8,0.0,20.5
ORD-2024-04402,2023-06-11,2023-06-16,Second Class,CUS-3426,Consumer,West,Oregon,Furniture,Storage,774.57,9,0.0,80.99
ORD-2024-04674,2023-06-11,2023-06-15,First Class,CUS-1680,Corporate,Central,Ohio,Furniture,Bookcases,304.97,8,0.1,-22.99
ORD-2022-01889,2023-06-11,2023-06-13,Second Class,CUS-5648,Corporate,East,Virginia,Technology,Phones,218.8,1,0.1,33.19
ORD-2022-02170,2023-06-12,2023-06-17,Standard Class,CUS-6021,Home Office,East,Pennsylvania,Office Supplies,Art,134.15,2,0.3,-10.75
ORD-2021-01265,2023-06-12,2023-06-19,Standard Class,CUS-7672,Consumer,South,Georgia,Furniture,Storage,410.68,2,0.0,52.31
ORD-2022-02228,2023-06-12,2023-06-15,Second Class,CUS-3098,Consumer,West,California,Office Supplies,Paper,83.56,8,0.3,-13.04
ORD-2023-03030,2023-06-12,2023-06-15,Standard Class,CUS-1012,Consumer,South,Tennessee,Office Supplies,Paper,102.09,1,0.2,-4.45
ORD-2022-02450,2023-06-12,2023-06-15,Standard Class,CUS-1119,Home Office,Central,Missouri,Office Supplies,Labels,100.88,2,0.0,16.07
ORD-2024-04920,2023-06-12,2023-06-17,Standard Class,CUS-7213,Home Office,East,Massachusetts,Technology,Accessories,159.74,8,0.2,11.03
ORD-2021-00360,2023-06-13,2023-06-15,Standard Class,CUS-1226,Corporate,South,Georgia,Furniture,Furnishings,372.08,5,0.3,-150.01
ORD-2023-03642,2023-06-13,2023-06-16,Standard Class,CUS-6668,Corporate,South,Alabama,Technology,Accessories,498.31,8,0.2,-11.82
ORD-2022-01687,2023-06-13,2023-06-20,Standard Class,CUS-2453,Corporate,East,North Carolina,Furniture,Furnishings,221.32,4,0.0,39.69
ORD-2022-01857,2023-06-14,2023-06-17,Standard Class,CUS-9661,Corporate,East,Virginia,Technology,Printers,259.23,9,0.0,74.53
ORD-2021-01082,2023-06-14,2023-06-18,Second Class,CUS-3654,Consumer,South,Florida,Furniture,Storage,739.4,5,0.2,-215.13
ORD-2022-01495,2023-06-14,2023-06-21,Standard Class,CUS-9219,Corporate,Central,Indiana,Furniture,Bookcases,321.35,3,0.0,28.15
ORD-2021-00544,2023-06-14,2023-06-16,First Class,CUS-6480,Corporate,West,Nevada,Office Supplies,Labels,76.88,5,0.1,7.16
ORD-2022-01866,2023-06-14,2023-06-16,Standard Class,CUS-7896,Consumer,South,Georgia,Office Supplies,Supplies,119.14,8,0.2,-11.66
ORD-2021-00354,2023-06-15,2023-06-22,Standard Class,CUS-4185,Consumer,East,Massachusetts,Furniture,Storage,247.72,2,0.0,32.61
ORD-2022-01603,2023-06-15,2023-06-22,Second Class,CUS-6795,Consumer,South,Florida,Furniture,Furnishings,1124.84,5,0.4,-700.71
ORD-2023-02924,2023-06-15,2023-06-20,Same Day,CUS-6270,Corporate,West,Washington,Office Supplies,Supplies,142.18,9,0.2,-1.34
ORD-2021-00836,2023-06-15,2023-06-21,Standard Class,CUS-7035,Consumer,Central,Missouri,Technology,Copiers,456.85,5,0.0,84.39
ORD-2023-03275,2023-06-15,2023-06-18,Second Class,CUS-9306,Corporate,South,Alabama,Technology,Monitors,62.34,9,0.0,12.32
ORD-2021-00703,2023-06-15,2023-06-17,Second Class,CUS-5894,Consumer,South,Florida,Furniture,Storage,414.22,8,0.2,-117.13
ORD-2023-03227,2023-06-15,2023-06-18,Standard Class,CUS-4472,Consumer,West,California,Office Supplies,Art,166.28,5,0.0,28.88
ORD-2024-04342,2023-06-15,2023-06-22,First Class,CUS-8500,Consumer,Central,Texas,Office Supplies,Fasteners,71.84,1,0.2,1.84
ORD-2021-00250,2023-06-15,2023-06-19,Standard Class,CUS-6524,Consumer,Central,Michigan,Furniture,Storage,134.72,8,0.3,-65.19
ORD-2022-02336,2023-06-15,2023-06-19,Second Class,CUS-3981,Consumer,South,Tennessee,Office Supplies,Binders,147.46,8,0.0,24.8
ORD-2023-02857,2023-06-16,2023-06-21,Standard Class,CUS-3714,Consumer,East,Pennsylvania,Office Supplies,Art,46.38,1,0.0,7.16
ORD-2022-01819,2023-06-16,2023-06-22,Second Class,CUS-6213,Corporate,Central,Michigan,Office Supplies,Art,55.16,7,0.1,1.72
ORD-2022-02009,2023-06-16,2023-06-23,Standard Class,CUS-6032,Consumer,Central,Texas,Office Supplies,Paper,40.78,2,0.0,4.96
ORD-2021-00845,2023-06-16,2023-06-23,Standard Class,CUS-1447,Corporate,South,Alabama,Furniture,Storage,319.49,9,0.1,-28.04
ORD-2022-01664,2023-06-18,2023-06-21,Standard Class,CUS-6539,Corporate,South,Georgia,Office Supplies,Supplies,145.75,9,0.0,18.29
ORD-2021-00235,2023-06-18,2023-06-22,Standard Class,CUS-7517,Corporate,South,South Carolina,Office Supplies,Supplies,149.83,3,0.0,24.64
ORD-2023-03658,2023-06-18,2023-06-22,First Class,CUS-1899,Home Office,South,South Carolina,Office Supplies,Paper,61.33,3,0.2,-4.69
ORD-2024-04993,2023-06-18,2023-06-25,Standard Class,CUS-1320,Home Office,East,Pennsylvania,Technology,Printers,377.11,1,0.1,82.28
ORD-2024-05191,2023-06-18,2023-06-22,Second Class,CUS-3213,Corporate,Central,Indiana,Furniture,Chairs,520.22,1,0.3,-226.87
ORD-2024-05017,2023-06-18,2023-06-23,Second Class,CUS-9202,Home Office,East,New Jersey,Office Supplies,Paper,75.28,5,0.0,10.89
ORD-2023-02702,2023-06-19,2023-06-25,Standard Class,CUS-8782,Consumer,East,New Jersey,Technology,Phones,201.83,1,0.2,-10.6
ORD-2021-00444,2023-06-19,2023-06-23,Standard Class,CUS-7222,Corporate,West,Arizona,Office Supplies,Art,29.81,1,0.2,-2.43
ORD-2023-02769,2023-06-19,2023-06-21,Standard Class,CUS-1233,Consumer,South,Tennessee,Office Supplies,Paper,198.32,5,0.0,29.92
ORD-2022-02302,2023-06-19,2023-06-24,Second Class,CUS-9412,Home Office,East,Virginia,Office Supplies,Envelopes,21.52,1,0.0,4.32
ORD-2021-00620,2023-06-19,2023-06-23,Same Day,CUS-3654,Consumer,Central,Ohio,Technology,Printers,256.61,8,0.0,59.32
ORD-2023-02719,2023-06-20,2023-06-23,Standard Class,CUS-9099,Consumer,East,Pennsylvania,Office Supplies,Envelopes,47.13,3,0.2,-2.55
ORD-2021-00177,2023-06-20,2023-06-24,Second Class,CUS-9771,Home Office,South,Georgia,Office Supplies,Supplies,57.82,2,0.0,7.47
ORD-2023-03724,2023-06-20,2023-06-25,Second Class,CUS-7887,Home Office,South,Florida,Office Supplies,Binders,261.8,3,0.2,-22.14
ORD-2022-01968,2023-06-20,2023-06-27,Standard Class,CUS-8620,Consumer,East,Massachusetts,Office Supplies,Binders,190.01,8,0.3,-27.65
ORD-2022-02465,2023-06-20,2023-06-27,Standard Class,CUS-8782,Corporate,Central,Texas,Furniture,Furnishings,149.45,3,0.3,-70.24
ORD-2024-03964,2023-06-20,2023-06-24,Standard Class,CUS-8652,Consumer,East,New Jersey,Office Supplies,Art,66.68,6,0.0,13.08
ORD-2023-02943,2023-06-20,2023-06-25,Standard Class,CUS-4302,Corporate,West,Washington,Office Supplies,Paper,46.63,8,0.0,8.11
ORD-2021-00064,2023-06-20,2023-06-27,Standard Class,CUS-2218,Consumer,Central,Illinois,Office Supplies,Fasteners,51.45,6,0.0,3.43
ORD-2021-00793,2023-06-20,2023-06-26,Standard Class,CUS-9143,Home Office,West,Colorado,Furniture,Chairs,197.65,9,0.0,17.4
ORD-2021-00724,2023-06-20,2023-06-25,Second Class,CUS-1452,Consumer,West,Nevada,Technology,Phones,684.35,3,0.2,52.4
ORD-2023-02770,2023-06-21,2023-06-23,Same Day,CUS-6397,Corporate,West,Arizona,Furniture,Tables,190.46,3,0.4,-127.72
ORD-2023-03465,2023-06-21,2023-06-23,Standard Class,CUS-9036,Corporate,South,Alabama,Technology,Phones,692.85,9,0.1,25.56
ORD-2022-02050,2023-06-21,2023-06-24,Standard Class,CUS-7646,Consumer,South,Alabama,Technology,Copiers,431.74,6,0.3,-65.29
ORD-2022-02355,2023-06-21,2023-06-24,First Class,CUS-1662,Consumer,South,South Carolina,Furniture,Storage,545.68,6,0.3,-277.94
ORD-2023-03379,2023-06-21,2023-06-26,Second Class,CUS-4978,Corporate,South,Alabama,Furniture,Storage,270.82,3,0.2,-67.77
ORD-2021-00838,2023-06-21,2023-06-28,First Class,CUS-2089,Consumer,East,North Carolina,Furniture,Tables,305.89,4,0.0,21.33
ORD-2022-01335,2023-06-22,2023-06-24,Standard Class,CUS-6057,Corporate,South,Louisiana,Office Supplies,Supplies,45.72,4,0.0,9.56
ORD-2021-00473,2023-06-22,2023-06-27,Standard Class,CUS-6202,Consumer,West,Arizona,Office Supplies,Paper,72.27,4,0.0,13.5
ORD-2021-00106,2023-06-22,2023-06-29,First Class,CUS-6326,Corporate,East,New York,Furniture,Chairs,183.04,7,0.0,20.57
ORD-2021-00746,2023-06-23,2023-06-25,First Class,CUS-3953,Consumer,East,New Jersey,Office Supplies,Fasteners,150.68,5,0.3,-21.04
ORD-2024-03956,2023-06-23,2023-06-26,First Class,CUS-4617,Consumer,South,South Carolina,Office Supplies,Binders,10.14,2,0.0,1.24
ORD-2021-00782,2023-06-23,2023-06-30,Same Day,CUS-4016,Home Office,East,Virginia,Furniture,Chairs,900.08,2,0.1,-35.8
ORD-2023-03146,2023-06-23,2023-06-28,Standard Class,CUS-3837,Consumer,Central,Missouri,Office Supplies,Binders,160.78,2,0.0,20.74
ORD-2023-03031,2023-06-23,2023-06-28,Standard Class,CUS-4476,Corporate,West,Colorado,Technology,Monitors,74.94,8,0.2,7.03
ORD-2024-04550,2023-06-23,2023-06-29,Standard Class,CUS-8019,Consumer,West,Oregon,Office Supplies,Supplies,79.0,1,0.0,20.31
ORD-2023-02777,2023-06-24,2023-06-26,Standard Class,CUS-6914,Consumer,East,North Carolina,Furniture,Tables,202.77,5,0.0,28.49
ORD-2022-01598,2023-06-24,2023-06-27,Standard Class,CUS-9989,Consumer,South,Tennessee,Office Supplies,Art,83.88,8,0.2,-12.71
ORD-2024-04703,2023-06-24,2023-07-01,First Class,CUS-9319,Home Office,East,Massachusetts,Office Supplies,Labels,128.73,3,0.1,4.03
ORD-2023-02671,2023-06-24,2023-06-30,Standard Class,CUS-1229,Home Office,East,Pennsylvania,Furniture,Chairs,421.68,5,0.3,-149.39
ORD-2022-02094,2023-06-25,2023-06-28,Standard Class,CUS-9329,Consumer,South,Alabama,Furniture,Furnishings,77.29,7,0.2,-18.26
ORD-2023-03281,2023-06-25,2023-07-02,First Class,CUS-1749,Corporate,West,Arizona,Office Supplies,Labels,68.22,5,0.0,7.96
ORD-2024-04160,2023-06-25,2023-06-29,Standard Class,CUS-9065,Corporate,East,New York,Furniture,Furnishings,107.38,4,0.0,15.19
ORD-2023-03362,2023-06-25,2023-06-27,Standard Class,CUS-7013,Corporate,Central,Missouri,Technology,Laptops,406.99,2,0.0,95.77
ORD-2023-02871,2023-06-25,2023-07-02,Standard Class,CUS-4623,Corporate,East,Pennsylvania,Office Supplies,Fasteners,38.58,5,0.0,6.81
ORD-2022-01756,2023-06-26,2023-07-02,Second Class,CUS-6759,Corporate,West,Colorado,Furniture,Chairs,730.62,4,0.0,70.15
ORD-2023-03207,2023-06-27,2023-06-29,First Class,CUS-6648,Consumer,West,Oregon,Furniture,Storage,402.04,1,0.1,-4.79
ORD-2023-03028,2023-06-27,2023-07-02,Standard Class,CUS-9304,Consumer,Central,Texas,Furniture,Storage,160.79,2,0.1,-17.01
ORD-2022-01670,2023-06-27,2023-06-30,Standard Class,CUS-3246,Consumer,East,New Jersey,Office Supplies,Art,51.23,8,0.0,10.47
ORD-2023-03636,2023-06-27,2023-06-30,Standard Class,CUS-8993,Corporate,South,Alabama,Furniture,Tables,283.9,8,0.2,-81.08
ORD-2024-05175,2023-06-27,2023-06-30,Standard Class,CUS-8054,Home Office,West,Colorado,Technology,Laptops,237.42,2,0.0,65.67
ORD-2024-04858,2023-06-27,2023-07-01,Standard Class,CUS-8193,Corporate,West,Oregon,Office Supplies,Paper,74.96,7,0.0,19.15
ORD-2022-02391,2023-06-27,2023-06-30,Standard Class,CUS-3702,Consumer,Central,Indiana,Technology,Printers,237.38,3,0.0,53.81
ORD-2024-04499,2023-06-27,2023-07-02,Standard Class,CUS-5413,Consumer,Central,Ohio,Technology,Phones,642.87,7,0.4,-161.38
ORD-2021-00017,2023-06-27,2023-07-02,First Class,CUS-2357,Consumer,West,California,Furniture,Furnishings,411.39,6,0.4,-259.5
ORD-2022-01908,2023-06-28,2023-07-04,Standard Class,CUS-4262,Corporate,South,South Carolina,Office Supplies,Fasteners,139.31,8,0.2,-14.55
ORD-2023-03124,2023-06-28,2023-06-30,Standard Class,CUS-2897,Consumer,West,Nevada,Technology,Printers,1620.24,3,0.0,491.54
ORD-2021-00594,2023-07-01,2023-07-06,Standard Class,CUS-6901,Consumer,West,Washington,Technology,Accessories,404.22,9,0.4,-88.31
ORD-2021-00888,2023-07-01,2023-07-04,First Class,CUS-5984,Consumer,West,Washington,Technology,Phones,456.1,5,0.2,14.97
ORD-2021-00129,2023-07-02,2023-07-08,Standard Class,CUS-7672,Home Office,Central,Ohio,Office Supplies,Art,115.75,7,0.0,15.69
ORD-2021-00376,2023-07-02,2023-07-08,Standard Class,CUS-6407,Consumer,South,Tennessee,Furniture,Furnishings,611.7,5,0.0,48.28
ORD-2022-01502,2023-07-02,2023-07-07,Standard Class,CUS-8369,Home Office,East,Pennsylvania,Technology,Monitors,1364.94,7,0.2,109.92
ORD-2023-03894,2023-07-02,2023-07-06,Second Class,CUS-2028,Home Office,South,Tennessee,Technology,Accessories,562.78,1,0.0,84.78
ORD-2024-05192,2023-07-03,2023-07-09,Standard Class,CUS-3245,Home Office,West,California,Furniture,Furnishings,277.64,3,0.1,-26.48
ORD-2024-04140,2023-07-03,2023-07-10,First Class,CUS-9170,Consumer,East,Pennsylvania,Furniture,Furnishings,160.35,7,0.0,24.37
ORD-2023-03896,2023-07-03,2023-07-06,Same Day,CUS-8656,Consumer,East,New Jersey,Office Supplies,Art,79.2,4,0.0,13.05
ORD-2022-02475,2023-07-03,2023-07-10,Standard Class,CUS-2666,Corporate,West,Washington,Technology,Monitors,306.79,1,0.0,110.0
ORD-2022-01437,2023-07-03,2023-07-06,Standard Class,CUS-6314,Consumer,East,North Carolina,Office Supplies,Labels,94.22,6,0.2,-2.58
ORD-2021-00300,2023-07-03,2023-07-09,Standard Class,CUS-6788,Consumer,Central,Ohio,Technology,Laptops,186.13,8,0.0,44.27
ORD-2023-03065,2023-07-03,2023-07-10,Second Class,CUS-2274,Consumer,East,North Carolina,Technology,Monitors,205.4,6,0.0,55.88
ORD-2024-05118,2023-07-04,2023-07-09,First Class,CUS-8101,Home Office,West,Oregon,Technology,Printers,34.14,6,0.0,11.02
ORD-2023-03486,2023-07-04,2023-07-09,Standard Class,CUS-2045,Corporate,Central,Illinois,Office Supplies,Art,194.42,8,0.2,-21.32
ORD-2021-00059,2023-07-04,2023-07-11,Standard Class,CUS-6376,Corporate,West,Washington,Office Supplies,Art,100.68,9,0.0,26.49
ORD-2023-02980,2023-07-05,2023-07-10,Second Class,CUS-5424,Consumer,Central,Michigan,Furniture,Storage,458.81,5,0.0,56.54
ORD-2022-01725,2023-07-05,2023-07-10,Second Class,CUS-9572,Corporate,West,California,Furniture,Bookcases,289.85,3,0.0,42.41
ORD-2023-03682,2023-07-05,2023-07-10,Standard Class,CUS-5944,Corporate,East,New York,Technology,Accessories,547.31,4,0.0,115.09
ORD-2023-03251,2023-07-05,2023-07-08,Same Day,CUS-4136,Consumer,East,Virginia,Furniture,Chairs,239.22,7,0.4,-149.75
ORD-2024-04541,2023-07-05,2023-07-11,Standard Class,CUS-1734,Consumer,West,Washington,Office Supplies,Art,57.21,5,0.0,11.07
ORD-2024-04453,2023-07-05,2023-07-07,Standard Class,CUS-1783,Consumer,Central,Missouri,Technology,Laptops,746.97,8,0.0,165.54
ORD-2024-05074,2023-07-06,2023-07-10,Standard Class,CUS-1420,Corporate,South,Florida,Furniture,Furnishings,220.39,2,0.2,-57.2
ORD-2021-00082,2023-07-06,2023-07-08,Second Class,CUS-2157,Consumer,South,South Carolina,Furniture,Bookcases,593.8,3,0.0,45.43
ORD-2022-01878,2023-07-07,2023-07-14,Standard Class,CUS-4759,Corporate,East,New York,Furniture,Storage,157.88,3,0.0,11.61
ORD-2024-04749,2023-07-07,2023-07-11,Second Class,CUS-9314,Consumer,West,California,Furniture,Furnishings,244.76,7,0.0,32.72
ORD-2021-00553,2023-07-07,2023-07-12,Second Class,CUS-9951,Consumer,South,Georgia,Technology,Monitors,364.52,6,0.0,59.66
ORD-2023-03386,2023-07-07,2023-07-14,First Class,CUS-7628,Consumer,East,Massachusetts,Office Supplies,Art,83.67,4,0.0,13.93
ORD-2022-02166,2023-07-07,2023-07-12,Standard Class,CUS-4061,Consumer,South,Tennessee,Furniture,Furnishings,278.97,1,0.2,-97.73
ORD-2023-02873,2023-07-07,2023-07-12,Same Day,CUS-8301,Consumer,West,California,Office Supplies,Binders,76.59,3,0.2,-4.63
ORD-2023-03635,2023-07-07,2023-07-12,First Class,CUS-9968,Consumer,West,California,Furniture,Storage,128.85,1,0.2,-33.62
ORD-2023-02626,2023-07-08,2023-07-15,Standard Class,CUS-4341,Consumer,Central,Illinois,Technology,Laptops,517.49,4,0.0,117.05
ORD-2022-02399,2023-07-08,2023-07-13,Standard Class,CUS-9619,Consumer,East,Massachusetts,Office Supplies,Labels,113.39,9,0.2,-7.16
ORD-2024-04813,2023-07-08,2023-07-11,Second Class,CUS-5336,Home Office,South,Louisiana,Office Supplies,Binders,92.51,9,0.0,13.54
ORD-2021-00049,2023-07-08,2023-07-13,Standard Class,CUS-7110,Consumer,West,Oregon,Office Supplies,Paper,52.37,6,0.3,-8.83
ORD-2022-01924,2023-07-08,2023-07-10,Same Day,CUS-8954,Home Office,West,Colorado,Furniture,Furnishings,213.57,2,0.4,-132.73
ORD-2024-04435,2023-07-08,2023-07-11,Second Class,CUS-5334,Consumer,Central,Missouri,Office Supplies,Fasteners,100.44,3,0.0,17.87
ORD-2024-04114,2023-07-09,2023-07-15,Standard Class,CUS-8535,Consumer,Central,Ohio,Office Supplies,Art,126.96,3,0.0,22.42
ORD-2021-00190,2023-07-09,2023-07-14,Standard Class,CUS-2551,Corporate,South,South Carolina,Furniture,Bookcases,550.59,8,0.0,43.2
ORD-2023-02647,2023-07-09,2023-07-13,Standard Class,CUS-3116,Corporate,South,Georgia,Technology,Accessories,109.07,4,0.0,22.81
ORD-2022-01587,2023-07-09,2023-07-13,Second Class,CUS-9765,Home Office,East,North Carolina,Office Supplies,Labels,83.15,2,0.0,16.21
ORD-2021-00519,2023-07-10,2023-07-17,First Class,CUS-2611,Corporate,South,Florida,Furniture,Storage,499.3,3,0.2,-128.74
ORD-2022-01400,2023-07-10,2023-07-13,First Class,CUS-4601,Corporate,East,Pennsylvania,Technology,Phones,322.75,3,0.3,-28.88
ORD-2022-02299,2023-07-10,2023-07-13,Standard Class,CUS-6573,Consumer,Central,Indiana,Technology,Printers,273.06,4,0.0,59.18
ORD-2021-00511,2023-07-10,2023-07-12,First Class,CUS-1763,Corporate,South,Alabama,Technology,Phones,452.7,4,0.0,91.56
ORD-2021-00134,2023-07-10,2023-07-14,Standard Class,CUS-1533,Home Office,Central,Missouri,Furniture,Furnishings,123.57,3,0.0,11.69
ORD-2024-04900,2023-07-10,2023-07-14,Second Class,CUS-3004,Home Office,East,Massachusetts,Furniture,Tables,268.99,9,0.1,-21.52
ORD-2023-02792,2023-07-10,2023-07-17,Standard Class,CUS-9588,Consumer,Central,Indiana,Furniture,Bookcases,108.02,9,0.3,-48.04
ORD-2024-04871,2023-07-10,2023-07-15,Same Day,CUS-9646,Home Office,West,California,Office Supplies,Art,91.1,7,0.2,-4.94
ORD-2023-03264,2023-07-11,2023-07-17,Second Class,CUS-6396,Corporate,East,New York,Technology,Copiers,168.13,7,0.0,51.68
ORD-2024-04334,2023-07-11,2023-07-18,First Class,CUS-8395,Corporate,South,South Carolina,Office Supplies,Paper,95.79,8,0.0,14.65
ORD-2023-03571,2023-07-11,2023-07-15,Standard Class,CUS-4542,Corporate,West,Nevada,Furniture,Bookcases,688.84,2,0.0,115.55
ORD-2022-02374,2023-07-12,2023-07-19,Second Class,CUS-3555,Home Office,East,New York,Technology,Laptops,179.54,1,0.0,40.44
ORD-2023-03866,2023-07-12,2023-07-18,Standard Class,CUS-8826,Consumer,Central,Missouri,Office Supplies,Art,96.73,9,0.2,-4.7
ORD-2024-04730,2023-07-12,2023-07-15,Standard Class,CUS-7993,Consumer,East,North Carolina,Technology,Laptops,777.01,2,0.0,252.14
ORD-2022-02557,2023-07-12,2023-07-16,Standard Class,CUS-8287,Corporate,West,Washington,Furniture,Furnishings,202.54,2,0.2,-37.5
ORD-2021-01105,2023-07-13,2023-07-19,Standard Class,CUS-3891,Consumer,Central,Indiana,Technology,Phones,394.37,3,0.0,106.55
ORD-2022-02535,2023-07-13,2023-07-16,Standard Class,CUS-2664,Consumer,Central,Indiana,Office Supplies,Fasteners,145.7,9,0.0,17.13
ORD-2022-01640,2023-07-13,2023-07-15,Standard Class,CUS-7611,Consumer,Central,Ohio,Furniture,Tables,242.43,4,0.2,-54.5
ORD-2021-01196,2023-07-13,2023-07-16,Standard Class,CUS-4646,Corporate,West,Nevada,Office Supplies,Envelopes,51.63,3,0.0,13.6
ORD-2024-04731,2023-07-14,2023-07-18,Standard Class,CUS-3456,Consumer,South,South Carolina,Furniture,Storage,393.71,9,0.0,37.06
ORD-2021-00614,2023-07-14,2023-07-17,First Class,CUS-9115,Corporate,East,New Jersey,Technology,Copiers,564.49,7,0.1,88.11
ORD-2022-01514,2023-07-14,2023-07-21,Standard Class,CUS-4701,Consumer,South,Florida,Technology,Accessories,458.2,1,0.0,110.92
ORD-2024-04931,2023-07-14,2023-07-17,Second Class,CUS-4236,Consumer,Central,Ohio,Technology,Phones,120.6,9,0.0,31.41
ORD-2024-05040,2023-07-14,2023-07-19,Second Class,CUS-6276,Home Office,West,Oregon,Furniture,Furnishings,104.54,8,0.0,15.39
ORD-2022-01809,2023-07-15,2023-07-18,Standard Class,CUS-1450,Corporate,West,Oregon,Furniture,Chairs,220.63,2,0.0,31.55
ORD-2021-00807,2023-07-15,2023-07-20,First Class,CUS-4902,Consumer,West,Colorado,Office Supplies,Labels,82.55,2,0.2,-3.17
ORD-2023-03745,2023-07-15,2023-07-20,Second Class,CUS-7978,Consumer,Central,Illinois,Office Supplies,Supplies,143.85,2,0.3,-27.83
ORD-2021-00206,2023-07-15,2023-07-22,Standard Class,CUS-7483,Home Office,West,Nevada,Furniture,Chairs,212.71,6,0.0,26.61
ORD-2023-03794,2023-07-15,2023-07-21,Second Class,CUS-7411,Consumer,Central,Illinois,Furniture,Chairs,221.28,5,0.0,18.31
ORD-2024-04736,2023-07-15,2023-07-17,Standard Class,CUS-4549,Consumer,Central,Texas,Technology,Copiers,229.49,2,0.3,-30.35
ORD-2022-01937,2023-07-15,2023-07-22,Standard Class,CUS-8499,Consumer,Central,Ohio,Technology,Laptops,409.3,6,0.0,91.41
ORD-2022-01802,2023-07-16,2023-07-20,Standard Class,CUS-3349,Consumer,West,Arizona,Office Supplies,Paper,48.95,1,0.3,-6.99
ORD-2023-03739,2023-07-16,2023-07-22,Second Class,CUS-3754,Corporate,East,Massachusetts,Office Supplies,Art,66.64,8,0.1,5.99
ORD-2022-01397,2023-07-16,2023-07-23,Standard Class,CUS-1071,Corporate,South,Alabama,Technology,Laptops,272.5,3,0.0,50.92
ORD-2024-04853,2023-07-17,2023-07-21,Standard Class,CUS-1106,Consumer,West,Colorado,Office Supplies,Supplies,93.44,7,0.0,20.6
ORD-2022-02095,2023-07-17,2023-07-20,Standard Class,CUS-9615,Home Office,East,North Carolina,Office Supplies,Supplies,73.64,6,0.1,5.6
ORD-2023-02722,2023-07-18,2023-07-21,Standard Class,CUS-4496,Corporate,East,New Jersey,Technology,Copiers,246.06,6,0.1,48.71
ORD-2024-04226,2023-07-18,2023-07-20,First Class,CUS-5294,Home Office,Central,Indiana,Office Supplies,Labels,43.01,8,0.0,7.83
ORD-2023-03570,2023-07-18,2023-07-25,Standard Class,CUS-3803,Corporate,Central,Missouri,Technology,Phones,44.72,3,0.3,-4.95
ORD-2023-03591,2023-07-18,2023-07-21,Standard Class,CUS-2033,Corporate,East,North Carolina,Furniture,Furnishings,498.91,2,0.3,-238.02
ORD-2021-00448,2023-07-19,2023-07-24,Standard Class,CUS-8159,Home Office,West,Colorado,Furniture,Storage,454.33,7,0.0,42.73
ORD-2022-01330,2023-07-19,2023-07-25,First Class,CUS-9357,Home Office,Central,Michigan,Technology,Monitors,237.92,1,0.0,54.82
ORD-2021-00325,2023-07-19,2023-07-26,First Class,CUS-2844,Home Office,Central,Texas,Furniture,Storage,314.83,5,0.1,-31.07
ORD-2024-04622,2023-07-19,2023-07-23,Standard Class,CUS-5432,Consumer,Central,Indiana,Furniture,Furnishings,480.38,9,0.0,48.78
ORD-2022-02350,2023-07-19,2023-07-21,Standard Class,CUS-3026,Home Office,West,Nevada,Furniture,Tables,340.14,1,0.0,24.63
ORD-2021-00727,2023-07-19,2023-07-23,First Class,CUS-1855,Corporate,West,Washington,Office Supplies,Supplies,86.41,4,0.2,-3.7
ORD-2023-03454,2023-07-19,2023-07-23,Standard Class,CUS-9783,Consumer,South,Alabama,Furniture,Bookcases,413.09,9,0.0,17.99
ORD-2023-03317,2023-07-20,2023-07-26,Second Class,CUS-6035,Corporate,West,Washington,Furniture,Tables,201.02,9,0.0,23.15
ORD-2021-00192,2023-07-20,2023-07-26,Standard Class,CUS-3626,Home Office,West,Washington,Technology,Phones,297.83,2,0.0,96.96
ORD-2024-04818,2023-07-20,2023-07-24,Second Class,CUS-7183,Consumer,East,Massachusetts,Technology,Laptops,115.14,3,0.0,33.29
ORD-2023-02731,2023-07-21,2023-07-23,First Class,CUS-6207,Corporate,East,Massachusetts,Technology,Printers,481.97,8,0.4,-104.58
ORD-2023-02957,2023-07-21,2023-07-24,Standard Class,CUS-9041,Consumer,West,California,Furniture,Chairs,248.83,8,0.0,25.99
ORD-2024-04549,2023-07-22,2023-07-25,First Class,CUS-2627,Home Office,East,New Jersey,Technology,Monitors,172.78,1,0.4,-40.75
ORD-2021-01034,2023-07-22,2023-07-29,Standard Class,CUS-4345,Corporate,East,Pennsylvania,Furniture,Bookcases,952.93,2,0.0,116.42
ORD-2024-04074,2023-07-22,2023-07-27,Same Day,CUS-6955,Corporate,West,Nevada,Furniture,Furnishings,668.22,2,0.0,125.33
ORD-2023-02681,2023-07-22,2023-07-28,First Class,CUS-4174,Consumer,South,South Carolina,Technology,Monitors,535.25,7,0.4,-155.51
